Course ID,Subject,Catalog,Rq Group,Line,Line Type,Min Units,Min Course,Rqs Typ,Rqrmnt,Cond Code,Operator,Value,Acad Group,Subject,Catalog,Ptrn Type,Course ID,Trnsfr Lvl,Test Crdt,Othr Crdt,Min Points,Min Units,Incl Equiv,Term,Assoc,Conn,Parenth,Test ID,Component,Score,Max Age,Select Method,Rpt Descr,Description
11039,MKT,4000,2201,20,CRSE,0,0,PRE,,,,,,,,SMPL,55368,ALL,Y,Y,2.33,0,Y,,0,OR,),,,0,0,,,
11039,MKT,4000,2201,30,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11040,MKT,4100,2202,10,CRSE,0,0,PRE,,,,,,,,SMPL,7329,ALL,Y,Y,2,0,Y,,0,,,,,0,0,,,
11040,MKT,4100,2202,20,CRSE,0,0,PRE,,,,,,,,SMPL,11029,ALL,Y,Y,2,0,Y,,0,AND,(,,,0,0,,,
11040,MKT,4100,2202,30,CRSE,0,0,PRE,,,,,,,,SMPL,55368,ALL,Y,Y,2,0,Y,,0,OR,),,,0,0,,,
11040,MKT,4100,2202,40,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,2,0,,,0,AND,,,,0,0,,,
11042,MKT,4300,2204,10,CRSE,0,0,PRE,,,,,,,,SMPL,11029,ALL,Y,Y,2.33,0,Y,,0,,(,,,0,0,,,
11042,MKT,4300,2204,20,CRSE,0,0,PRE,,,,,,,,SMPL,55368,ALL,Y,Y,2.33,0,Y,,0,OR,),,,0,0,,,
11042,MKT,4300,2204,30,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11042,MKT,4300,2204,40,COND,0,0,,,LVL,NE,20,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11042,MKT,4300,2204,50,COND,0,0,,,LVL,NE,30,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11042,MKT,4300,2204,60,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11043,MKT,4320,2205,10,CRSE,0,0,PRE,,,,,,,,SMPL,11029,ALL,Y,Y,2.33,0,Y,,0,,(,,,0,0,,,
11043,MKT,4320,2205,20,CRSE,0,0,PRE,,,,,,,,SMPL,55368,ALL,Y,Y,2.33,0,Y,,0,OR,),,,0,0,,,
11043,MKT,4320,2205,30,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11044,MKT,4340,2208,10,CRSE,0,0,PRE,,,,,,,,SMPL,11029,ALL,Y,Y,2.33,0,Y,,0,,(,,,0,0,,,
11044,MKT,4340,2208,20,CRSE,0,0,PRE,,,,,,,,SMPL,55368,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
11044,MKT,4340,2208,30,CRSE,0,0,PRE,,,,,,,,SMPL,8855,ALL,Y,Y,2,0,Y,,0,AND,(,,,0,0,,,
11044,MKT,4340,2208,40,CRSE,0,0,PRE,,,,,,,,SMPL,7690,ALL,Y,Y,2,0,Y,,0,OR,,,,0,0,,,
11044,MKT,4340,2208,50,CRSE,0,0,PRE,,,,,,,,SMPL,7691,ALL,Y,Y,2,0,Y,,0,OR,),,,0,0,,,
11044,MKT,4340,2208,60,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11045,MKT,4360,2209,10,CRSE,0,0,PRE,,,,,,,,SMPL,11029,ALL,Y,Y,2.33,0,Y,,0,,(,,,0,0,,,
11045,MKT,4360,2209,20,CRSE,0,0,PRE,,,,,,,,SMPL,55368,ALL,Y,Y,2.33,0,Y,,0,OR,),,,0,0,,,
11045,MKT,4360,2209,30,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11046,MKT,4380,2210,10,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,,,,,0,0,,,
11046,MKT,4380,2210,20,CRSE,0,0,PRE,,,,,,,,SMPL,59357,ALL,Y,Y,2.33,0,Y,,0,AND,(,,,0,0,,,
11046,MKT,4380,2210,30,CRSE,0,0,PRE,,,,,,,,SMPL,58041,ALL,Y,Y,2.3,0,Y,,0,OR,),,,0,0,,,
11046,MKT,4380,2210,40,COND,0,0,,,PR,NE,NDG,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11047,MKT,4420,2211,10,CRSE,0,0,PRE,,,,,,,,SMPL,11029,ALL,Y,Y,2.33,0,Y,,0,,(,,,0,0,,,
11047,MKT,4420,2211,20,CRSE,0,0,PRE,,,,,,,,SMPL,55368,ALL,Y,Y,2.33,0,Y,,0,OR,),,,0,0,,,
11047,MKT,4420,2211,30,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11047,MKT,4420,2211,40,COND,0,0,,,LVL,NE,20,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11047,MKT,4420,2211,50,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11048,MKT,4500,2212,10,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11048,MKT,4500,2212,20,COND,0,0,,,LVL,NE,20,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11048,MKT,4500,2212,30,COND,0,0,,,LVL,NE,30,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11048,MKT,4500,2212,40,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11049,MKT,4510,2214,10,CRSE,0,0,PRE,,,,,,,,SMPL,11029,ALL,Y,Y,2.33,0,Y,,0,,(,,,0,0,,,
11049,MKT,4510,2214,20,CRSE,0,0,PRE,,,,,,,,SMPL,55368,ALL,Y,Y,2.33,0,Y,,0,OR,),,,0,0,,,
11049,MKT,4510,2214,30,COND,0,0,,,LVL,GE,30,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11049,MKT,4510,2214,50,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,2.3,0,,,0,AND,,,,0,0,,,
11050,MKT,4800,2220,10,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11050,MKT,4800,2220,20,COND,0,0,,,LVL,NE,20,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11050,MKT,4800,2220,30,COND,0,0,,,LVL,NE,30,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11050,MKT,4800,2220,40,COND,0,0,,,PR,NE,NDG,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11050,MKT,4800,2220,50,COND,0,0,,,CGA,GE,3,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11051,MKT,4910,2228,10,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11051,MKT,4910,2228,20,COND,0,0,,,LVL,NE,20,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11051,MKT,4910,2228,30,COND,0,0,,,LVL,NE,30,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11051,MKT,4910,2228,40,COND,0,0,,,CGA,GE,2.5,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11074,MUS,1000,7847,10,COND,0,0,,,PL,IN,31,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11083,MUS, 115A,8163,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11084,MUS, 115B,7851,10,CRSE,0,0,CO,,,,,,,,SMPL,11074,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11084,MUS, 115B,7851,20,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
11084,MUS, 115B,7851,30,CRSE,0,0,CO,,,,,,,,SMPL,11164,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11084,MUS, 115B,7851,40,CRSE,0,0,CO,,,,,,,,SMPL,11165,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11084,MUS, 115B,7851,50,CRSE,0,0,CO,,,,,,,,SMPL,11166,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11084,MUS, 115B,7851,60,CRSE,0,0,CO,,,,,,,,SMPL,11167,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11084,MUS, 115B,7851,70,CRSE,0,0,CO,,,,,,,,SMPL,11168,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11084,MUS, 115B,7851,80,CRSE,0,0,CO,,,,,,,,SMPL,11223,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11084,MUS, 115B,7851,90,CRSE,0,0,CO,,,,,,,,SMPL,11246,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
11085,MUS, 115C,8168,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11086,MUS, 115D,8195,10,COND,0,0,,,PL,IN,31,,,,SMPL,,ALL,Y,Y,0,0,,,0,,(,,,0,0,,,
11086,MUS, 115D,8195,20,CRSE,0,0,CO,,,,,,,,SMPL,11074,ALL,Y,Y,0,0,Y,,0,AND,),,,0,0,,,
11086,MUS, 115D,8195,30,COND,0,0,,,PL,NI,31,,,,SMPL,,ALL,Y,Y,0,0,,,0,OR,,,,0,0,,,
11088,MUS, 115F,7692,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11089,MUS, 115G,7728,10,CRSE,1,0,PRE,,,,,,,,SMPL,11089,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11089,MUS, 115G,7728,20,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
11089,MUS, 115G,7728,30,CRSE,0,0,CO,,,,,,,,SMPL,11165,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11089,MUS, 115G,7728,40,CRSE,0,0,CO,,,,,,,,SMPL,11166,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11089,MUS, 115G,7728,50,CRSE,0,0,CO,,,,,,,,SMPL,11167,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11089,MUS, 115G,7728,60,CRSE,0,0,CO,,,,,,,,SMPL,11168,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11089,MUS, 115G,7728,70,CRSE,0,0,CO,,,,,,,,SMPL,11223,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11089,MUS, 115G,7728,80,CRSE,0,0,CO,,,,,,,,SMPL,11164,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11089,MUS, 115G,7728,90,CRSE,0,0,CO,,,,,,,,SMPL,11224,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11089,MUS, 115G,7728,100,CRSE,0,0,CO,,,,,,,,SMPL,11246,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
11090,MUS, 115H,8170,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11091,MUS, 115I,8069,10,COND,0,0,,,PL,NI,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11093,MUS, 115K,7691,10,CRSE,0,0,CO,,,,,,,,SMPL,11074,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11094,MUS, 115L,8068,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11096,MUS, 115N,8196,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11097,MUS, 115O,7680,10,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
11097,MUS, 115O,7680,20,CRSE,0,0,CO,,,,,,,,SMPL,11164,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11097,MUS, 115O,7680,30,CRSE,0,0,CO,,,,,,,,SMPL,11165,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11097,MUS, 115O,7680,40,CRSE,0,0,CO,,,,,,,,SMPL,11166,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11097,MUS, 115O,7680,50,CRSE,0,0,CO,,,,,,,,SMPL,11167,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11097,MUS, 115O,7680,60,CRSE,0,0,CO,,,,,,,,SMPL,11168,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11097,MUS, 115O,7680,70,CRSE,0,0,CO,,,,,,,,SMPL,11223,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11097,MUS, 115O,7680,80,CRSE,0,0,CO,,,,,,,,SMPL,11224,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11097,MUS, 115O,7680,90,CRSE,0,0,CO,,,,,,,,SMPL,11246,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
11098,MUS, 115P,7724,10,CRSE,1,0,PRE,,,,,,,,SMPL,11098,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11098,MUS, 115P,7724,20,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
11098,MUS, 115P,7724,30,CRSE,0,0,CO,,,,,,,,SMPL,11165,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11098,MUS, 115P,7724,40,CRSE,0,0,CO,,,,,,,,SMPL,11166,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11098,MUS, 115P,7724,50,CRSE,0,0,CO,,,,,,,,SMPL,11167,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11098,MUS, 115P,7724,60,CRSE,0,0,CO,,,,,,,,SMPL,11168,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11098,MUS, 115P,7724,70,CRSE,0,0,CO,,,,,,,,SMPL,11223,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11098,MUS, 115P,7724,80,CRSE,0,0,CO,,,,,,,,SMPL,11164,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11098,MUS, 115P,7724,90,CRSE,0,0,CO,,,,,,,,SMPL,11224,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
11098,MUS, 115P,7724,100,CRSE,0,0,CO,,,,,,,,SMPL,11246,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
11099,MUS, 115Q,7726,10,CRSE,0,0,PRE,,,,,,,,SMPL,11099,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11099,MUS, 115Q,7726,20,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
11099,MUS, 115Q,7726,30,CRSE,0,0,CO,,,,,,,,SMPL,11165,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11099,MUS, 115Q,7726,40,CRSE,0,0,CO,,,,,,,,SMPL,11166,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11099,MUS, 115Q,7726,50,CRSE,0,0,CO,,,,,,,,SMPL,11167,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11099,MUS, 115Q,7726,60,CRSE,0,0,CO,,,,,,,,SMPL,11168,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11099,MUS, 115Q,7726,70,CRSE,0,0,CO,,,,,,,,SMPL,11224,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11099,MUS, 115Q,7726,80,CRSE,0,0,CO,,,,,,,,SMPL,11223,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11099,MUS, 115Q,7726,90,CRSE,0,0,CO,,,,,,,,SMPL,11164,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11099,MUS, 115Q,7726,100,CRSE,0,0,CO,,,,,,,,SMPL,11246,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
11100,MUS, 115R,7848,10,CRSE,0,0,CO,,,,,,,,SMPL,11074,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11100,MUS, 115R,7848,20,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
11100,MUS, 115R,7848,30,CRSE,0,0,CO,,,,,,,,SMPL,11165,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11100,MUS, 115R,7848,40,CRSE,0,0,CO,,,,,,,,SMPL,11166,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11100,MUS, 115R,7848,50,CRSE,0,0,CO,,,,,,,,SMPL,11167,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11100,MUS, 115R,7848,60,CRSE,0,0,CO,,,,,,,,SMPL,11168,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11100,MUS, 115R,7848,70,CRSE,0,0,CO,,,,,,,,SMPL,11223,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11100,MUS, 115R,7848,80,CRSE,0,0,CO,,,,,,,,SMPL,11164,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11100,MUS, 115R,7848,90,CRSE,0,0,CO,,,,,,,,SMPL,11224,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11100,MUS, 115R,7848,100,CRSE,0,0,CO,,,,,,,,SMPL,11246,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
11101,MUS, 115S,7854,10,CRSE,0,0,CO,,,,,,,,SMPL,11074,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11101,MUS, 115S,7854,20,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
11101,MUS, 115S,7854,30,CRSE,0,0,CO,,,,,,,,SMPL,11164,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11101,MUS, 115S,7854,40,CRSE,0,0,CO,,,,,,,,SMPL,11165,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11101,MUS, 115S,7854,50,CRSE,0,0,CO,,,,,,,,SMPL,11166,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11101,MUS, 115S,7854,60,CRSE,0,0,CO,,,,,,,,SMPL,11167,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11101,MUS, 115S,7854,70,CRSE,0,0,CO,,,,,,,,SMPL,11168,ALL,Y,Y,0,0,N,,0,OR,,,,0,0,,,
11101,MUS, 115S,7854,80,CRSE,0,0,CO,,,,,,,,SMPL,11223,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11101,MUS, 115S,7854,90,CRSE,0,0,CO,,,,,,,,SMPL,11246,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
11102,MUS, 115T,7673,10,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11102,MUS, 115T,7673,20,CRSE,0,0,CO,,,,,,,,SMPL,11223,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11102,MUS, 115T,7673,30,CRSE,0,0,CO,,,,,,,,SMPL,11164,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11104,MUS,1400,7069,10,COND,0,0,,,PL,IN,31,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11105,MUS,1410,7553,10,COND,0,0,,,PL,IN,31,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11105,MUS,1410,7553,20,CRSE,0,0,PRE,,,,,,,,SMPL,11104,ALL,Y,Y,2,0,N,,0,AND,,,,0,0,,,
11105,MUS,1410,7553,30,COND,0,0,,,PR,NE,NDG,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11106,MUS,1420,7554,10,CRSE,0,0,PRE,,,,,,,,SMPL,11105,ALL,Y,Y,2,0,Y,,0,,,,,0,0,,,
11106,MUS,1420,7554,20,COND,0,0,,,PR,NE,NDG,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
11109,MUS,1600,7697,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11114,MUS,1640,8194,10,COND,0,0,,,PL,IN,31,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11117,MUS,1660,8199,10,CRSE,0,0,PRE,,,,,,,,SMPL,11114,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11119,MUS, 167A,9172,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11122,MUS,2480,8073,10,CRSE,0,0,PRE,,,,,,,,SMPL,11106,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11124,MUS, 168A,7555,10,CRSE,0,0,PRE,,,,,,,,SMPL,11119,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11125,MUS, 168C,7581,10,CRSE,0,0,PRE,,,,,,,,SMPL,11121,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11126,MUS, 168D,7582,10,CRSE,0,0,PRE,,,,,,,,SMPL,11122,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11127,MUS,1690,7681,10,CRSE,0,0,PRE,,,,,,,,SMPL,11120,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11129,MUS, 215A,8164,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11130,MUS, 215B,7852,10,CRSE,0,0,CO,,,,,,,,SMPL,11074,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11130,MUS, 215B,7852,20,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
11130,MUS, 215B,7852,30,CRSE,0,0,CO,,,,,,,,SMPL,11164,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11130,MUS, 215B,7852,40,CRSE,0,0,CO,,,,,,,,SMPL,11166,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11130,MUS, 215B,7852,50,CRSE,0,0,CO,,,,,,,,SMPL,11167,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11130,MUS, 215B,7852,60,CRSE,0,0,CO,,,,,,,,SMPL,11165,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11130,MUS, 215B,7852,70,CRSE,0,0,CO,,,,,,,,SMPL,11168,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11130,MUS, 215B,7852,80,CRSE,0,0,CO,,,,,,,,SMPL,11223,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11130,MUS, 215B,7852,90,CRSE,0,0,CO,,,,,,,,SMPL,11246,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
11131,MUS, 215C,8169,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11132,MUS, 215D,6080,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11134,MUS, 215F,7694,10,CRSE,4,0,PRE,,,,,,,,SMPL,11134,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11134,MUS, 215F,7694,20,CRSE,0,0,CO,,,,,,,,SMPL,11074,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
11135,MUS, 215G,7729,10,CRSE,4,0,PRE,,,,,,,,SMPL,11089,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11135,MUS, 215G,7729,20,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
11135,MUS, 215G,7729,30,CRSE,0,0,CO,,,,,,,,SMPL,11165,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11135,MUS, 215G,7729,40,CRSE,0,0,CO,,,,,,,,SMPL,11166,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11135,MUS, 215G,7729,50,CRSE,0,0,CO,,,,,,,,SMPL,11167,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11135,MUS, 215G,7729,60,CRSE,0,0,CO,,,,,,,,SMPL,11168,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11135,MUS, 215G,7729,70,CRSE,0,0,CO,,,,,,,,SMPL,11223,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11135,MUS, 215G,7729,80,CRSE,0,0,CO,,,,,,,,SMPL,11164,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11135,MUS, 215G,7729,90,CRSE,0,0,CO,,,,,,,,SMPL,11224,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11135,MUS, 215G,7729,100,CRSE,0,0,CO,,,,,,,,SMPL,11246,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
11136,MUS, 215H,8171,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11137,MUS, 215I,8070,10,COND,0,0,,,PL,NI,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11139,MUS, 215K,7857,10,CRSE,0,0,PRE,,,,,,,,SMPL,11093,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11139,MUS, 215K,7857,20,CRSE,0,0,CO,,,,,,,,SMPL,11074,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
11139,MUS, 215K,7857,30,COND,0,0,,,SPL,EQ,MPFC,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,(,,,0,0,,,
11139,MUS, 215K,7857,40,COND,0,0,,,SPL,EQ,MEDC,,,,SMPL,,ALL,Y,Y,0,0,,,0,OR,),,,0,0,,,
11140,MUS, 215L,8071,10,COND,0,0,,,PL,NI,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11142,MUS, 215N,8197,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
11144,MUS, 215P,7725,10,CRSE,4,0,PRE,,,,,,,,SMPL,11098,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
11144,MUS, 215P,7725,20,CRSE,0,0,CO,,,,,,,,SMPL,11161,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
11144,MUS, 215P,7725,30,CRSE,0,0,CO,,,,,,,,SMPL,11165,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
11144,MUS, 215P,7725,40,CRSE,0,0,CO,,,,,,,,SMPL,11166,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
